Date,Adj Close,Log Difference
2/2/2007,24.429651,0.004212276
2/5/2007,24.513666,0.003433159
2/6/2007,24.354971,-0.006494781
2/7/2007,24.494995,0.005732834
2/8/2007,24.523001,0.001142682
2/9/2007,24.54167,0.000760996
2/12/2007,24.607016,0.002659116
2/13/2007,24.644354,0.001516222
2/14/2007,24.61635,-0.001136971
2/15/2007,24.569674,-0.001897938
2/16/2007,24.663025,0.00379224
2/20/2007,24.775043,0.004531657
2/21/2007,24.989748,0.008628845
2/22/2007,25.017754,0.001120072
2/23/2007,24.989748,-0.001120072
2/26/2007,24.933737,-0.002243875
2/27/2007,24.494995,-0.017752975
2/28/2007,24.607016,0.004562795
3/1/2007,24.494995,-0.004562795
3/2/2007,24.270954,-0.009188484
3/5/2007,24.009575,-0.010827618
3/6/2007,24.224279,0.008902686
3/7/2007,24.140266,-0.00347416
3/8/2007,24.364304,0.009237876
3/9/2007,24.644354,0.011428717
3/12/2007,24.597679,-0.001895739
3/13/2007,24.326963,-0.011066765
3/14/2007,24.429651,0.004212276
3/15/2007,24.569674,0.005715319
3/16/2007,24.523001,-0.001901425
3/19/2007,24.709696,0.007584224
3/20/2007,24.849724,0.005650929
3/21/2007,24.933737,0.00337514
3/22/2007,25.036425,0.004109978
3/23/2007,25.083099,0.001862508
3/26/2007,25.204453,0.004826413
3/27/2007,25.129772,-0.002967407
3/28/2007,25.008419,-0.004840751
3/29/2007,25.148443,0.005583458
3/30/2007,25.176445,0.001112849
4/2/2007,25.409822,0.009226957
4/3/2007,25.465834,0.002201918
4/4/2007,25.465834,0
4/5/2007,25.428493,-0.001467394
4/9/2007,25.465834,0.001467394
4/10/2007,25.605856,0.005483365
4/11/2007,25.633862,0.001093136
4/12/2007,25.652531,0.000728029
4/13/2007,25.811226,0.006167272
4/16/2007,25.820562,0.000361638
4/17/2007,25.876572,0.002166852
4/18/2007,25.848568,-0.0010828
4/19/2007,25.717875,-0.005068927
4/20/2007,25.895243,0.006873008
4/23/2007,25.801891,-0.0036115
4/24/2007,25.643194,-0.006169589
4/25/2007,25.727211,0.00327103
4/26/2007,25.652531,-0.002906984
4/27/2007,25.689871,0.001454548
4/30/2007,25.717875,0.001089486
5/1/2007,25.801891,0.003261508
5/2/2007,25.717875,-0.003261508
5/3/2007,25.792555,0.002899609
5/4/2007,25.727211,-0.002536659
5/7/2007,25.783224,0.002174822
5/8/2007,25.885906,0.003974603
5/9/2007,25.904577,0.000721021
5/10/2007,25.820562,-0.00324852
5/11/2007,25.932585,0.004329135
5/14/2007,25.979258,0.001798164
5/15/2007,25.941917,-0.001438373
5/16/2007,25.913912,-0.00108011
5/17/2007,25.969923,0.002159093
5/18/2007,25.941917,-0.001078983
5/21/2007,25.997927,0.002156727
5/22/2007,25.941917,-0.002156727
5/23/2007,26.044601,0.003950414
5/24/2007,25.941917,-0.003950414
5/25/2007,25.997927,0.002156727
5/29/2007,26.035267,0.001435238
5/30/2007,26.137951,0.003936278
5/31/2007,26.324652,0.007117519
6/1/2007,26.520685,0.007419156
6/4/2007,26.53002,0.000351927
6/5/2007,26.586027,0.002108855
6/6/2007,26.576693,-0.000351148
6/7/2007,26.670044,0.003506359
6/8/2007,26.931425,0.009752832
6/11/2007,26.838076,-0.003472195
6/12/2007,26.931425,0.003472195
6/13/2007,27.024776,0.003460254
6/14/2007,27.015438,-0.000345594
6/15/2007,27.155464,0.005169798
6/18/2007,27.146128,-0.000343857
6/19/2007,27.304825,0.005829005
6/20/2007,27.211473,-0.003424741
6/21/2007,27.248816,0.001371385
6/22/2007,27.071447,-0.006530514
6/25/2007,27.183468,0.004129438
6/26/2007,27.211473,0.001029691
6/27/2007,26.931425,-0.010344865
6/28/2007,27.174135,0.008971781
6/29/2007,27.043444,-0.004820992
7/2/2007,27.239477,0.007222671
7/3/2007,27.155464,-0.003089003
7/5/2007,27.276819,0.004458942
7/6/2007,27.267483,-0.000342327
7/9/2007,27.398176,0.004781548
7/10/2007,27.155464,-0.008898163
7/11/2007,27.155464,0
7/12/2007,27.202137,0.001717258
7/13/2007,27.276819,0.002741684
7/16/2007,27.426178,0.005460738
7/17/2007,27.454184,0.00102062
7/18/2007,27.575537,0.00441046
7/19/2007,27.547533,-0.001016054
7/20/2007,27.556868,0.000338811
7/23/2007,27.799578,0.008769044
7/24/2007,27.584873,-0.007753298
7/25/2007,27.799578,0.007753298
7/26/2007,27.230145,-0.020696209
7/27/2007,26.651375,-0.021483888
7/30/2007,26.782066,0.00489174
7/31/2007,26.828739,0.001741179
8/1/2007,26.894085,0.00243271
8/2/2007,26.856747,-0.0013893
8/3/2007,26.782066,-0.00278459
8/6/2007,26.660707,-0.004541651
8/7/2007,26.679379,0.000700111
8/8/2007,26.940762,0.009749511
8/9/2007,26.623369,-0.011851092
8/10/2007,26.548691,-0.002808921
8/13/2007,26.502014,-0.001759713
8/14/2007,26.259306,-0.00920029
8/15/2007,25.904577,-0.013600769
8/16/2007,25.139109,-0.02999491
8/17/2007,25.204453,0.002595924
8/20/2007,25.465834,0.010317025
8/21/2007,25.335142,-0.005145267
8/22/2007,25.381817,0.001840608
8/23/2007,25.941917,0.021827026
8/24/2007,26.053936,0.004308773
8/27/2007,26.007265,-0.001792929
8/28/2007,25.512508,-0.01920708
8/29/2007,25.829895,0.0123637
8/30/2007,25.717875,-0.004346267
8/31/2007,25.773886,0.002175533
9/4/2007,25.839233,0.002532187
9/5/2007,25.605856,-0.00907292
9/6/2007,25.661865,0.002184962
9/7/2007,25.409822,-0.009870246
9/10/2007,25.447165,0.00146855
9/11/2007,25.755217,0.012032867
9/12/2007,25.624527,-0.00508723
9/13/2007,25.811226,0.007259535
9/14/2007,25.689871,-0.004712724
9/17/2007,25.549849,-0.005465383
9/18/2007,26.072607,0.020253816
9/19/2007,26.044601,-0.001074732
9/20/2007,25.969923,-0.002871431
9/21/2007,26.203295,0.008946106
9/24/2007,26.184624,-0.000712798
9/25/2007,26.081942,-0.003929171
9/26/2007,26.305983,0.008553206
9/27/2007,26.511351,0.007776577
9/28/2007,26.548691,0.001407462
10/1/2007,26.77273,0.008403389
10/2/2007,26.744724,-0.001046612
10/3/2007,26.707384,-0.001397139
10/4/2007,26.763393,0.002094939
10/5/2007,26.922091,0.005912155
10/8/2007,26.987434,0.002424174
10/9/2007,27.034107,0.001727941
10/10/2007,27.034107,0
10/11/2007,27.043444,0.000345319
10/12/2007,27.202137,0.005850926
10/15/2007,26.959429,-0.00896243
10/16/2007,26.604698,-0.01324529
10/17/2007,26.782066,0.006644668
10/18/2007,26.688715,-0.003491668
10/19/2007,26.539356,-0.005612054
10/22/2007,26.53002,-0.000351841
10/23/2007,26.847408,0.011892358
10/24/2007,26.791399,-0.002088377
10/25/2007,26.866079,0.002783584
10/26/2007,26.996769,0.004852705
10/29/2007,27.099453,0.003796351
10/30/2007,27.006105,-0.003450592
10/31/2007,27.342167,0.012367138
11/1/2007,26.959429,-0.014096983
11/2/2007,27.071447,0.00414645
11/5/2007,27.183468,0.004129438
11/6/2007,27.248816,0.002401076
11/7/2007,27.052776,-0.007220446
11/8/2007,26.987434,-0.002418275
11/9/2007,26.43667,-0.020619289
11/12/2007,25.587187,-0.032660343
11/13/2007,26.231302,0.024861712
11/14/2007,26.212631,-0.000712037
11/15/2007,25.755217,-0.017604185
11/16/2007,26.025932,0.010456217
11/19/2007,25.839233,-0.00719943
11/20/2007,25.895243,0.002165288
11/21/2007,25.484503,-0.015988742
11/23/2007,25.493837,0.000366195
11/26/2007,25.129772,-0.014383458
11/27/2007,25.699207,0.022406857
11/28/2007,26.259306,0.021560305
11/29/2007,26.119282,-0.005346625
11/30/2007,26.389996,0.010311183
12/3/2007,26.305983,-0.003188595
12/4/2007,25.969923,-0.012857343
12/5/2007,26.212631,0.009302333
12/6/2007,26.455341,0.009216672
12/7/2007,26.417999,-0.001412508
12/10/2007,26.586027,0.006340219
12/11/2007,26.249971,-0.012720893
12/12/2007,26.828739,0.021808779
12/13/2007,26.735388,-0.003485583
12/14/2007,26.576693,-0.005953452
12/17/2007,26.394201,-0.006890302
12/18/2007,26.490252,0.003632489
12/19/2007,26.471041,-0.000725473
12/20/2007,26.509462,0.001450383
12/21/2007,26.595907,0.003255606
12/24/2007,26.672747,0.002885001
12/26/2007,26.768795,0.003594511
12/27/2007,26.653536,-0.004315019
12/28/2007,26.365389,-0.010869697
12/31/2007,26.394201,0.0010922
1/2/2008,26.154081,-0.009139087
1/3/2008,25.827515,-0.012564843
1/4/2008,25.63542,-0.007465408
1/7/2008,25.673838,0.001497508
1/8/2008,25.846725,0.006711404
1/9/2008,25.990797,0.005558613
1/10/2008,26.096453,0.004056891
1/11/2008,25.933168,-0.006276638
1/14/2008,25.942772,0.000370268
1/15/2008,25.654627,-0.01116909
1/16/2008,25.673838,0.000748552
1/17/2008,25.539368,-0.005251392
1/18/2008,25.452923,-0.003390516
1/22/2008,25.577787,0.00489369
1/23/2008,25.625813,0.001875884
1/24/2008,25.721865,0.003741245
1/25/2008,25.846725,0.004842492
1/28/2008,25.885145,0.001485352
1/29/2008,26.000401,0.004442709
1/30/2008,26.000401,0
1/31/2008,25.952379,-0.001848679
2/1/2008,26.182898,0.008843168
2/4/2008,26.163687,-0.000733993
2/5/2008,26.077242,-0.003309477
2/6/2008,26.058031,-0.000736967
2/7/2008,26.259735,0.007710765
2/8/2008,26.250132,-0.00036576
2/11/2008,26.365389,0.00438111
2/12/2008,26.336575,-0.00109347
2/13/2008,26.355785,0.000729138
2/14/2008,26.298155,-0.002189011
2/15/2008,26.134871,-0.006228308
2/19/2008,26.365389,0.008781651
2/20/2008,26.394201,0.0010922
2/21/2008,26.307758,-0.00328045
2/22/2008,26.413412,0.004008035
2/25/2008,26.595907,0.00688542
2/26/2008,26.54788,-0.001807437
2/27/2008,26.480646,-0.002535769
2/28/2008,26.298155,-0.006915342
2/29/2008,25.769886,-0.020292184
3/3/2008,25.789097,0.000745205
3/4/2008,25.568184,-0.00860304
3/5/2008,25.63542,0.002626223
3/6/2008,25.376087,-0.010167715
3/7/2008,25.481739,0.004154804
3/10/2008,25.126358,-0.014044663
3/11/2008,25.702652,0.022676763
3/12/2008,25.452923,-0.009763588
3/13/2008,25.587393,0.00526918
3/14/2008,25.212803,-0.014747848
3/17/2008,24.405993,-0.032523204
3/18/2008,25.001495,0.024106906
3/19/2008,24.761377,-0.009650563
3/20/2008,24.57888,-0.007397523
3/24/2008,24.95347,0.015125353
3/25/2008,24.924656,-0.001155376
3/26/2008,24.867027,-0.002314805
3/27/2008,24.982285,0.004624265
3/28/2008,24.857422,-0.005010594
3/31/2008,24.694139,-0.006590452
4/1/2008,24.867027,0.006976781
4/2/2008,25.001495,0.005392914
4/3/2008,25.059126,0.002302449
4/4/2008,25.039913,-0.000767001
4/7/2008,25.452923,0.016359517
4/8/2008,25.395296,-0.002266629
4/9/2008,25.414503,0.000756035
4/10/2008,25.472134,0.002265075
4/11/2008,25.289644,-0.007190086
4/14/2008,25.193594,-0.003805228
4/15/2008,25.299248,0.004184916
4/16/2008,25.433714,0.005300945
4/17/2008,25.558578,0.004897377
4/18/2008,25.63542,0.003001995
4/21/2008,25.625813,-0.000374825
4/22/2008,25.779493,0.005979167
4/23/2008,25.923563,0.005572993
4/24/2008,25.702652,-0.008558146
4/25/2008,25.46253,-0.009386217
4/28/2008,25.645023,0.007141558
4/29/2008,25.472134,-0.006764447
4/30/2008,25.645023,0.006764447
5/1/2008,25.683441,0.001496947
5/2/2008,25.87554,0.007451656
5/5/2008,26.067636,0.007396424
5/6/2008,26.058031,-0.000368532
5/7/2008,25.856329,-0.007770606
5/8/2008,25.63542,-0.008580418
5/9/2008,25.625813,-0.000374825
5/12/2008,25.769886,0.005606437
5/13/2008,25.808308,0.001489855
5/14/2008,25.721865,-0.003355047
5/15/2008,25.798702,0.002982772
5/16/2008,26.019613,0.008526419
5/19/2008,26.000401,-0.000738639
5/20/2008,25.952379,-0.001848679
5/21/2008,25.913958,-0.001481539
5/22/2008,26.077242,0.006281237
5/23/2008,25.933168,-0.005540213
5/27/2008,26.134871,0.007747709
5/28/2008,26.192501,0.002202672
5/29/2008,26.17329,-0.000733723
5/30/2008,26.106058,-0.00257203
6/2/2008,25.894747,-0.008127265
6/3/2008,25.961983,0.002593146
6/4/2008,25.990797,0.001109238
6/5/2008,25.933168,-0.002219747
6/6/2008,25.971588,0.001480404
6/9/2008,25.827515,-0.005562775
6/10/2008,25.721865,-0.004098988
6/11/2008,25.760283,0.001492479
6/12/2008,25.63542,-0.004858898
6/13/2008,25.654627,0.000748956
6/16/2008,25.769886,0.004482656
6/17/2008,25.846725,0.0029773
6/18/2008,25.904352,0.002227085
6/19/2008,25.971588,0.002592186
6/20/2008,25.961983,-0.000369896
6/23/2008,26.048428,0.003324145
6/24/2008,26.086845,0.001473743
6/25/2008,26.192501,0.004041984
6/26/2008,25.961983,-0.008839873
6/27/2008,25.952379,-0.000369994
6/30/2008,25.952379,0
7/1/2008,25.846725,-0.004079381
7/2/2008,25.933168,0.003338867
7/3/2008,25.885145,-0.001853515
7/7/2008,25.913958,0.00111249
7/8/2008,25.894747,-0.000741613
7/9/2008,25.981192,0.003332762
7/10/2008,26.086845,0.004058273
7/11/2008,25.952379,-0.005167883
7/14/2008,26.134871,0.007007195
7/15/2008,26.077242,-0.002207496
7/16/2008,26.115662,0.001472231
7/17/2008,26.182898,0.002571239
7/18/2008,26.230921,0.001832456
7/21/2008,26.288551,0.002194615
7/22/2008,26.269342,-0.000730965
7/23/2008,26.115662,-0.005867345
7/24/2008,25.846725,-0.010351311
7/25/2008,25.933168,0.003338867
7/28/2008,25.990797,0.002219747
7/29/2008,25.971588,-0.000739343
7/30/2008,25.865936,-0.004076281
7/31/2008,25.913958,0.001854852
8/1/2008,25.702652,-0.008187565
8/4/2008,25.779493,0.002985154
8/5/2008,25.491344,-0.011240387
8/6/2008,25.568184,0.003009822
8/7/2008,25.424107,-0.005650948
8/8/2008,25.174383,-0.009870889
8/11/2008,25.145571,-0.001145152
8/12/2008,24.934259,-0.008439056
8/13/2008,25.011101,0.003077045
8/14/2008,24.895842,-0.004618965
8/15/2008,25.011101,0.004618965
8/18/2008,25.068729,0.002301447
8/19/2008,25.126358,0.002296202
8/20/2008,25.183989,0.002291021
8/21/2008,25.337666,0.006083628
8/22/2008,25.212803,-0.004940142
8/25/2008,25.068729,-0.005730708
8/26/2008,24.867027,-0.008078504
8/27/2008,24.991892,0.005008743
8/28/2008,25.03031,0.001536038
8/29/2008,24.924656,-0.004229976
9/2/2008,24.511646,-0.016709163
9/3/2008,24.348366,-0.006683609
9/4/2008,23.992983,-0.01470333
9/5/2008,23.810493,-0.007635047
9/8/2008,23.925751,0.004828961
9/9/2008,23.704838,-0.009276164
9/10/2008,23.704838,0
9/11/2008,23.378273,-0.013872076
9/12/2008,24.021797,0.02715454
9/15/2008,23.2342,-0.033336295
9/16/2008,23.15736,-0.003312675
9/17/2008,23.128544,-0.001245131
9/18/2008,23.253407,0.005384133
9/19/2008,24.108242,0.036102115
9/22/2008,24.156267,0.001990076
9/23/2008,24.041008,-0.004782811
9/24/2008,23.94496,-0.004003176
9/25/2008,24.041008,0.004003176
9/26/2008,23.94496,-0.004003176
9/29/2008,23.176569,-0.032616052
9/30/2008,23.301434,0.005373092
10/1/2008,23.291828,-0.000412334
10/2/2008,22.888424,-0.017471289
10/3/2008,22.87882,-0.000419689
10/6/2008,21.303619,-0.071334627
10/7/2008,21.390064,0.004049551
10/8/2008,20.640881,-0.035652891
10/9/2008,20.506414,-0.006535909
10/10/2008,20.045382,-0.022738912
10/13/2008,21.13073,0.052729576
10/14/2008,21.274803,0.006795036
10/15/2008,20.170242,-0.053315065
10/16/2008,20.592857,0.020735918
10/17/2008,20.58325,-0.00046663
10/20/2008,21.14994,0.02715943
10/21/2008,20.122217,-0.049812541
10/22/2008,19.459482,-0.03349007
10/23/2008,19.718813,0.013238697
10/24/2008,18.114799,-0.084843926
10/27/2008,18.028357,-0.004783321
10/28/2008,19.16173,0.060969154
10/29/2008,19.574739,0.021324848
10/30/2008,19.786049,0.010737185
10/31/2008,19.738022,-0.002430267
11/3/2008,20.295105,0.027832898
11/4/2008,20.900213,0.029379626
11/5/2008,20.429577,-0.022775647
11/6/2008,20.256687,-0.008498743
11/7/2008,20.035774,-0.010965586
11/10/2008,19.891701,-0.007216766
11/11/2008,19.641973,-0.012633853
11/12/2008,18.835165,-0.041943155
11/13/2008,19.872494,0.053610963
11/14/2008,19.497902,-0.019029695
11/17/2008,19.075287,-0.021913247
11/18/2008,18.998449,-0.004036279
11/19/2008,18.92161,-0.004052689
11/20/2008,18.095589,-0.044636448
11/21/2008,18.614252,0.028259317
11/24/2008,19.113705,0.026478093
11/25/2008,19.084892,-0.00150859
11/26/2008,19.286592,0.010513112
11/28/2008,19.373037,0.004472115
12/1/2008,18.489389,-0.046685254
12/2/2008,18.585438,0.005181371
12/3/2008,18.643064,0.003095803
12/4/2008,18.316502,-0.017671771
12/5/2008,18.69109,0.020244538
12/8/2008,18.988844,0.015804709
12/9/2008,18.566231,-0.022507256
12/10/2008,18.739115,0.009268658
12/11/2008,19.027262,0.015259742
12/12/2008,18.710299,-0.016798672
12/15/2008,18.72978,0.00104065
12/16/2008,18.92458,0.010346836
12/17/2008,18.827179,-0.005160089
12/18/2008,18.79796,-0.001553164
12/19/2008,18.369406,-0.02306179
12/22/2008,18.408365,0.002118617
12/23/2008,18.457064,0.002641989
12/24/2008,18.496023,0.002108566
12/26/2008,18.437584,-0.003164546
12/29/2008,18.310963,-0.006891239
12/30/2008,18.067467,-0.013387034
12/31/2008,18.914839,0.045833829
1/2/2009,19.138855,0.011773816
1/5/2009,19.450533,0.016153911
1/6/2009,19.791428,0.017374441
1/7/2009,19.518711,-0.013875371
1/8/2009,19.304434,-0.011038734
1/9/2009,19.236254,-0.003538083
1/12/2009,18.739521,-0.026162012
1/13/2009,18.242786,-0.026865002
1/14/2009,17.999289,-0.013437457
1/15/2009,18.203827,0.01129959
1/16/2009,18.593422,0.021176016
1/20/2009,17.940849,-0.035727682
1/21/2009,18.525244,0.032054163
1/22/2009,18.213568,-0.016967532
1/23/2009,18.310963,0.005333141
1/26/2009,18.359665,0.002656187
1/27/2009,18.457064,0.005291031
1/28/2009,18.525244,0.003687173
1/29/2009,18.164867,-0.019644999
1/30/2009,17.960331,-0.011323851
2/2/2009,17.775272,-0.010357215
2/3/2009,18.096689,0.017920715
2/4/2009,18.009029,-0.00485575
2/5/2009,18.496023,0.026682493
2/6/2009,18.92458,0.02290587
2/9/2009,19.109636,0.009731104
2/10/2009,18.369406,-0.039506147
2/11/2009,18.515503,0.007921818
2/12/2009,18.457064,-0.003161211
2/13/2009,18.690821,0.012585378
2/17/2009,18.155128,-0.029079492
2/18/2009,18.291487,0.007482705
2/19/2009,18.496023,0.011119976
2/20/2009,18.359665,-0.007399597
2/23/2009,18.437584,0.004235051
2/24/2009,18.72978,0.015723581
2/25/2009,18.700562,-0.001561194
2/26/2009,18.700562,0
2/27/2009,18.437584,-0.014162387
3/2/2009,18.086948,-0.019200617
3/3/2009,18.408365,0.017614608
3/4/2009,18.700562,0.015748396
3/5/2009,18.272007,-0.02318336
3/6/2009,18.301228,0.001597945
3/9/2009,18.203827,-0.005336315
3/10/2009,18.554464,0.01907856
3/11/2009,18.505764,-0.002628156
3/12/2009,18.934319,0.022893844
3/13/2009,19.245993,0.016326788
3/16/2009,19.304434,0.003031927
3/17/2009,19.411572,0.005534573
3/18/2009,19.431051,0.00100297
3/19/2009,19.674551,0.01245362
3/20/2009,19.664808,-0.000495331
3/23/2009,20.054403,0.019618088
3/24/2009,19.820648,-0.011724508
3/25/2009,19.684288,-0.006903469
3/26/2009,19.995964,0.015709699
3/27/2009,19.703768,-0.014720567
3/30/2009,19.489491,-0.010934489
3/31/2009,19.986225,0.025167889
4/1/2009,19.888824,-0.00488532
4/2/2009,20.278421,0.01939935
4/3/2009,20.385561,0.00526954
4/6/2009,20.424519,0.001909235
4/7/2009,20.229721,-0.009583231
4/8/2009,20.2005,-0.001445503
4/9/2009,20.356339,0.007685006
4/13/2009,20.560877,0.009997733
4/14/2009,20.297901,-0.012872614
4/15/2009,20.229721,-0.003364622
4/16/2009,20.015442,-0.010648784
4/17/2009,20.073885,0.002915641
4/20/2009,19.625849,-0.022572193
4/21/2009,20.015442,0.019656552
4/22/2009,19.927786,-0.004389036
4/23/2009,19.995964,0.003415414
4/24/2009,20.073885,0.003889263
4/27/2009,19.859606,-0.010731897
4/28/2009,19.703768,-0.007877933
4/29/2009,20.073885,0.01860983
4/30/2009,19.947266,-0.006327625
5/1/2009,20.103102,0.00778204
5/4/2009,20.161543,0.002902846
5/5/2009,20.229721,0.003375882
5/6/2009,20.297901,0.003364622
5/7/2009,20.512177,0.010501228
5/8/2009,20.697237,0.008981503
5/11/2009,20.414778,-0.013741163
5/12/2009,20.3953,-0.000954568
5/13/2009,20.025183,-0.018313851
5/14/2009,20.317381,0.014486095
5/15/2009,20.025183,-0.014486095
5/18/2009,20.375818,0.017358174
5/19/2009,20.57062,0.009515039
5/20/2009,20.3953,-0.008559362
5/21/2009,20.336861,-0.00286943
5/22/2009,20.473219,0.00668259
5/26/2009,20.492697,0.000950937
5/27/2009,20.336861,-0.007633527
5/28/2009,20.531658,0.009532935
5/29/2009,20.716717,0.008972971
6/1/2009,21.15501,0.020935798
6/2/2009,21.106312,-0.002304614
6/3/2009,20.590097,-0.024761911
6/4/2009,20.775154,0.008947521
6/5/2009,20.814116,0.001873657
6/8/2009,20.658274,-0.007515493
6/9/2009,20.784893,0.006110508
6/10/2009,20.843334,0.00280776
6/11/2009,21.12579,0.013460384
6/12/2009,21.184229,0.002762421
6/15/2009,20.784893,-0.019030565
6/16/2009,20.697237,-0.004226212
6/17/2009,20.668015,-0.001412877
6/18/2009,20.872553,0.009847706
6/19/2009,20.892033,0.000932848
6/22/2009,20.434258,-0.022155084
6/23/2009,20.453739,0.000952896
6/24/2009,20.668015,0.010421634
6/25/2009,20.843334,0.008446849
6/26/2009,20.784893,-0.00280776
6/29/2009,20.989431,0.009792601
6/30/2009,20.950472,-0.001857849
7/1/2009,20.862814,-0.004192836
7/2/2009,20.590097,-0.013158108
7/6/2009,20.619314,0.001417977
7/7/2009,20.356339,-0.012835847
7/8/2009,20.015442,-0.016888287
7/9/2009,20.171282,0.007755834
7/10/2009,20.044664,-0.006296926
7/13/2009,20.2005,0.007744373
7/14/2009,20.385561,0.0091195
7/15/2009,20.784893,0.019399569
7/16/2009,20.697237,-0.004226212
7/17/2009,20.706976,0.000470435
7/20/2009,20.969952,0.012619908
7/21/2009,20.930992,-0.001859625
7/22/2009,20.940733,0.000465278
7/23/2009,21.15501,0.010180547
7/24/2009,21.15501,0
7/27/2009,21.301109,0.00688238
7/28/2009,21.340069,0.001827342
7/29/2009,21.242666,-0.004574773
7/30/2009,21.359549,0.005487193
7/31/2009,21.447205,0.004095434
8/3/2009,21.739401,0.013531995
8/4/2009,21.768621,0.001343201
8/5/2009,21.778362,0.000447379
8/6/2009,21.885498,0.004907318
8/7/2009,21.856281,-0.001335886
8/10/2009,21.856281,0
8/11/2009,21.495905,-0.016625888
8/12/2009,21.807581,0.01439521
8/13/2009,21.875761,0.003121559
8/14/2009,21.690704,-0.008495439
8/17/2009,21.427725,-0.012198137
8/18/2009,21.632263,0.009500213
8/19/2009,21.622524,-0.000450309
8/20/2009,21.710184,0.00404591
8/21/2009,21.719921,0.000448399
8/24/2009,21.817322,0.004474384
8/25/2009,21.710184,-0.004922782
8/26/2009,21.680962,-0.001346911
8/27/2009,21.788101,0.004929447
8/28/2009,21.788101,0
8/31/2009,21.788101,0
9/1/2009,21.417986,-0.017132959
9/2/2009,21.379026,-0.001820688
9/3/2009,21.661482,0.013125312
9/4/2009,21.904978,0.011178257
9/8/2009,22.070559,0.007530632
9/9/2009,22.012117,-0.002651474
9/10/2009,22.031597,0.000884576
9/11/2009,21.9342,-0.004430588
9/14/2009,21.924461,-0.000444108
9/15/2009,21.982901,0.00266197
9/16/2009,22.226397,0.011015713
9/17/2009,22.148476,-0.003511946
9/18/2009,22.138735,-0.000439901
9/21/2009,22.090038,-0.002202052
9/22/2009,22.284834,0.00877962
9/23/2009,22.255617,-0.001311931
9/24/2009,22.197176,-0.002629353
9/25/2009,22.080297,-0.005279401
9/28/2009,22.128998,0.002203203
